,resource,consumer,res.method,con.method,res.class,res.order,res.family,res.genus,con.class,con.order,con.family,con.genus,N.records,linkevidence,source.id
Eitzinger_2011,Collembola,Nebria_brevicollis,class,genus,Collembola,NA,NA,NA,Insecta,Coleoptera,Carabidae,Nebira,1,eDNA,"Eitzinger,_B._&_Traugott,_M._(2011)_Which_prey_sustains_cold-adapted_invertebrate_generalist_predators_in_arable_land?_Examining_prey_choices_by_molecular_gut-content_analysis._Journal_of_Applied_Ecology,_48,_591-599."
Eitzinger_2011,Calathus_fuscipies,Cantharis,genus,genus,Insecta,Coleoptera,Carabidae,Calathus,Insecta,Coleoptera,Cantharidae,Cantharis,1,eDNA,"Eitzinger,_B._&_Traugott,_M._(2011)_Which_prey_sustains_cold-adapted_invertebrate_generalist_predators_in_arable_land?_Examining_prey_choices_by_molecular_gut-content_analysis._Journal_of_Applied_Ecology,_48,_591-599."
Eitzinger_2019,Linyphiidae,Pardosa_glacialis,order,family,Arachnida,Araneae,Linyphiidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Thomisidae,Pardosa_glacialis,order,family,Arachnida,Araneae,Thomisidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Stigmaeidae,Pardosa_glacialis,order,family,Arachnida,Trombidiformes,Stigmaeidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Tetranychidae,Pardosa_glacialis,order,family,Arachnida,Trombidiformes,Tetranychidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Enchytraeidae,Pardosa_glacialis,order,family,Clitellata,Tubificida,Enchytraeidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Isotomidae,Pardosa_glacialis,class,family,Collembola,Poduromorpha,Isotomidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Calliphoridae,Pardosa_glacialis,order,family,Insecta,Diptera,Calliphoridae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Cecidomyiidae,Pardosa_glacialis,order,family,Insecta,Diptera,Cecidomyiidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Chironomidae,Pardosa_glacialis,order,family,Insecta,Diptera,Chironomidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Fanniidae,Pardosa_glacialis,order,family,Insecta,Diptera,Fanniidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Sciaridae,Pardosa_glacialis,order,family,Insecta,Diptera,Sciaridae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Braconidae,Pardosa_glacialis,family,family,Insecta,Hymenoptera,Braconidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Eitzinger_2019,Pteromalidae,Pardosa_glacialis,order,family,Insecta,Hymenoptera,Pteromalidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Eitzinger,_B.,_Abrego,_N.,_Gravel,_D.,_Huotari,_T.,_Vesterinen,_E.J._&_Roslin,_T._(2019)_Assessing_changes_in_arthropod_predator-prey_interactions_through_DNA-based_gut_content_analysis-variable_environment,_stable_diet._Molecular_Ecology,_28,_266-280."
Garcia_12,Tetranychus_urticae,Philonthus_quisquiliarius,order,genus,Arachnida,Trombidiformes,Tetranychidae,NA,Insecta,Coleoptera,Staphylinidae,Philonthus,1,eDNA,"Garcia,_M.,_Farinos,_G.P.,_Castanera,_P._&_Ortego,_F._(2012)_Digestion,_growth_and_reproductive_performance_of_the_zoophytophagous_rove_beetle_Philonthus_quisquiliarius_(Coleoptera:_Staphylinidae)_fed_on_animal_and_plant_based_diets._Journal_of_Insect_Physiology,_58,_1334-1342."
Garcia_12,Tetranychus_urticae,Philonthus_quisquiliarius,order,genus,Arachnida,Trombidiformes,Tetranychidae,NA,Insecta,Coleoptera,Staphylinidae,Philonthus,1,eDNA,"Garcia,_M.,_Farinos,_G.P.,_Castanera,_P._&_Ortego,_F._(2012)_Digestion,_growth_and_reproductive_performance_of_the_zoophytophagous_rove_beetle_Philonthus_quisquiliarius_(Coleoptera:_Staphylinidae)_fed_on_animal_and_plant_based_diets._Journal_of_Insect_Physiology,_58,_1334-1342."
Garcia_12,Sciaridae,Philonthus_quisquiliarius,order,genus,Insecta,Diptera,Sciaridae,NA,Insecta,Coleoptera,Staphylinidae,Philonthus,1,eDNA,"Garcia,_M.,_Farinos,_G.P.,_Castanera,_P._&_Ortego,_F._(2012)_Digestion,_growth_and_reproductive_performance_of_the_zoophytophagous_rove_beetle_Philonthus_quisquiliarius_(Coleoptera:_Staphylinidae)_fed_on_animal_and_plant_based_diets._Journal_of_Insect_Physiology,_58,_1334-1342."
Gunther_2014,Lumbricidae,Lithobius,family,family,Clitellata,Opisthopora,Lumbricidae,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Gunther,_B.,_Rall,_B.C.,_Ferlian,_O.,_Scheu,_S._&_Eitzinger,_B._(2014)_Variations_in_prey_consumption_of_centipede_predators_in_forest_soils_as_indicated_by_molecular_gut_content_analysis._Oikos,_123,_1192-1198."
Gunther_2014,Collembola,Lithobius,class,family,Collembola,NA,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Gunther,_B.,_Rall,_B.C.,_Ferlian,_O.,_Scheu,_S._&_Eitzinger,_B._(2014)_Variations_in_prey_consumption_of_centipede_predators_in_forest_soils_as_indicated_by_molecular_gut_content_analysis._Oikos,_123,_1192-1198."
Gunther_2014,Diptera,Lithobius,order,family,Insecta,Diptera,NA,NA,Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,1,eDNA,"Gunther,_B.,_Rall,_B.C.,_Ferlian,_O.,_Scheu,_S._&_Eitzinger,_B._(2014)_Variations_in_prey_consumption_of_centipede_predators_in_forest_soils_as_indicated_by_molecular_gut_content_analysis._Oikos,_123,_1192-1198."
Heidemann_2011,Phasmarhabditis_hermaphrodita,Oribatidae,class,family,Nematoda,Rhabditida,Rhabditidae,Pellioditis,Arachnida,NA,Oribatidae,NA,1,eDNA,"Heidemann,_K.,_Scheu,_S.,_Ruess,_L._&_Maraun,_M._(2011)_Molecular_detection_of_nematode_predation_and_scavenging_in_oribatid_mites:_Laboratory_and_field_experiments._Soil_Biology_&_Biochemistry,_43,_2229-2236."
Heidemann_2012,Steinernema_feltiae,Oribatidae,class,family,Nematoda,Rhabditida,Steinernematidae,Steinernema,Arachnida,NA,Oribatidae,NA,1,eDNA,"Heidemann,_K.,_Scheu,_S.,_Ruess,_L._&_Maraun,_M._(2011)_Molecular_detection_of_nematode_predation_and_scavenging_in_oribatid_mites:_Laboratory_and_field_experiments._Soil_Biology_&_Biochemistry,_43,_2229-2236."
Kianpour_2011,Tetranychus_urticae,Coccinella_septempunctata,order,genus,Arachnida,Trombidiformes,Tetranychidae,Tetranychus,Insecta,Coleoptera,Coccinellidae,Coccinella,1,observation,"Kianpour,_R.,_Fathipour,_Y.,_Kamali,_K._&_Omkar_(2011)_Effects_of_mixed_prey_on_the_development_and_demographic_attributes_of_a_generalist_predator,_Coccinella_septempunctata_(Coleoptera:_Coccinellidae)._Biocontrol_Science_and_Technology,_21,_435-447."
Kianpour_2011,Lipaphis_erysimi,Coccinella_septempunctata,family,genus,Insecta,Hemiptera,Aphididae,Lipaphis,Insecta,Coleoptera,Coccinellidae,Coccinella,1,observation,"Kianpour,_R.,_Fathipour,_Y.,_Kamali,_K._&_Omkar_(2011)_Effects_of_mixed_prey_on_the_development_and_demographic_attributes_of_a_generalist_predator,_Coccinella_septempunctata_(Coleoptera:_Coccinellidae)._Biocontrol_Science_and_Technology,_21,_435-447."
Klarner_2013,Acaridae,Mesostigmata,order,order,Arachnida,Sarcoptiformes,Acaridae,NA,Arachnida,Mesostigmata,NA,NA,1,eDNA,"Klarner,_B.,_Maraun,_M._&_Scheu,_S._(2013)_Trophic_diversity_and_niche_partitioning_in_a_species_rich_predator_guild_-_Natural_variations_in_stable_isotope_ratios_(C-13/C-12,_N-15/N-14)_of_mesostigmatid_mites_(Acari,_Mesostigmata)_from_Central_European_beech_forests._Soil_Biology_&_Biochemistry,_57,_327-333."
Klarner_2013,Enchytraeidae,Mesostigmata,order,order,Clitellata,Tubificida,Enchytraeidae,NA,Arachnida,Mesostigmata,NA,NA,1,eDNA,"Klarner,_B.,_Maraun,_M._&_Scheu,_S._(2013)_Trophic_diversity_and_niche_partitioning_in_a_species_rich_predator_guild_-_Natural_variations_in_stable_isotope_ratios_(C-13/C-12,_N-15/N-14)_of_mesostigmatid_mites_(Acari,_Mesostigmata)_from_Central_European_beech_forests._Soil_Biology_&_Biochemistry,_57,_327-333."
Klarner_2013,Collembola,Mesostigmata,class,order,Collembola,NA,NA,NA,Arachnida,Mesostigmata,NA,NA,1,eDNA,"Klarner,_B.,_Maraun,_M._&_Scheu,_S._(2013)_Trophic_diversity_and_niche_partitioning_in_a_species_rich_predator_guild_-_Natural_variations_in_stable_isotope_ratios_(C-13/C-12,_N-15/N-14)_of_mesostigmatid_mites_(Acari,_Mesostigmata)_from_Central_European_beech_forests._Soil_Biology_&_Biochemistry,_57,_327-333."
Klimaszewski_1984,Diptera,Aleochara,order,genus,Insecta,Diptera,NA,NA,Insecta,Coleoptera,Staphylinidae,Aleochara,1,observation,"Klimaszewski_J_(1984)_A_revision_of_the_genus_Aleochara_Gravenhorst_of_America_north_of_Mexico_(Coleoptera:_Staphylinidae:_Aleocharinae)._Memoirs_of_the_Entomological_Society_of_Canada_No._129:_1–211;__Smetana_A_(1995)_Rove_beetles_of_the_subtribe_Philonthina_of_America_north_of_Mexico_(Coleoptera:_Staphylinidae):_classification,_phylogeny_and_taxonomic_revision._Memoirs_on_Entomology,_Associated_Publishers,_Madison,_WI,_964_pp"
Klimaszewski_1984,Diptera,Philonthus,order,genus,Insecta,Diptera,NA,NA,Insecta,Coleoptera,Staphylinidae,Philonthus,1,observation,"Klimaszewski_J_(1984)_A_revision_of_the_genus_Aleochara_Gravenhorst_of_America_north_of_Mexico_(Coleoptera:_Staphylinidae:_Aleocharinae)._Memoirs_of_the_Entomological_Society_of_Canada_No._129:_1–211;__Smetana_A_(1995)_Rove_beetles_of_the_subtribe_Philonthina_of_America_north_of_Mexico_(Coleoptera:_Staphylinidae):_classification,_phylogeny_and_taxonomic_revision._Memoirs_on_Entomology,_Associated_Publishers,_Madison,_WI,_964_pp"
Klimaszewski_1984,Diptera,Staphylinus,order,genus,Insecta,Diptera,NA,NA,Insecta,Coleoptera,Staphylinidae,Staphylinus,1,observation,"Klimaszewski_J_(1984)_A_revision_of_the_genus_Aleochara_Gravenhorst_of_America_north_of_Mexico_(Coleoptera:_Staphylinidae:_Aleocharinae)._Memoirs_of_the_Entomological_Society_of_Canada_No._129:_1–211;__Smetana_A_(1995)_Rove_beetles_of_the_subtribe_Philonthina_of_America_north_of_Mexico_(Coleoptera:_Staphylinidae):_classification,_phylogeny_and_taxonomic_revision._Memoirs_on_Entomology,_Associated_Publishers,_Madison,_WI,_964_pp"
Kyneb_2006,Drosophila_melanogaster,Tachyporus_hypnorum,family,genus,Insecta,Diptera,Drosophilidae,Drosophila,Insecta,Coleoptera,Staphylinidae,Tachyporus,1,expt,"Kyneb,_A._&_Toft,_S._(2006)_Effects_of_maternal_diet_quality_on_offspring_performance_in_the_rove_beetle_Tachyporus_hypnorum._Ecological_Entomology,_31,_322-330."
Kyneb_2006,Rhopalosiphum_padi,Tachyporus_hypnorum,family,genus,Insecta,Hemiptera,Aphididae,NA,Insecta,Coleoptera,Staphylinidae,Tachyporus,1,expt,"Kyneb,_A._&_Toft,_S._(2006)_Effects_of_maternal_diet_quality_on_offspring_performance_in_the_rove_beetle_Tachyporus_hypnorum._Ecological_Entomology,_31,_322-330."
Kyneb_2006,Sitobion_avenae,Tachyporus_hypnorum,family,genus,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Insecta,Coleoptera,Staphylinidae,Tachyporus,1,expt,"Kyneb,_A._&_Toft,_S._(2006)_Effects_of_maternal_diet_quality_on_offspring_performance_in_the_rove_beetle_Tachyporus_hypnorum._Ecological_Entomology,_31,_322-330."
Probert_2021,Mesostigmata,Formicidae,order,family,Arachnida,Mesostigmata,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Trombidiformes,Formicidae,order,family,Arachnida,Trombidiformes,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Coleoptera,Formicidae,order,family,Insecta,Coleoptera,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Diptera,Formicidae,order,family,Insecta,Diptera,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Hemiptera,Formicidae,order,family,Insecta,Hemiptera,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Hymenoptera,Formicidae,order,family,Insecta,Hymenoptera,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Lepidoptera,Formicidae,order,family,Insecta,Lepidoptera,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Orthoptera,Formicidae,order,family,Insecta,Orthoptera,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Probert_2021,Rhabditida,Formicidae,class,family,Nematoda,Rhabditida,NA,NA,Insecta,Hymenoptera,Formicidae,NA,1,eDNA,"Probert,_A.F.,_Ward,_D.F.,_Beggs,_J.R.,_Bury,_S.J.,_Hermans,_S.M.,_Lear,_G._&_Stanley,_M.C._(2021)_High_Dietary_Niche_Overlap_Between_Non-native_and_Native_Ant_Species_in_Natural_Ecosystems._Environmental_Entomology,_50,_86-96."
Roubinet_2015,Rhopalosiphum_padi,Coccinella_septempunctata,family,genus,Insecta,Hemiptera,Aphididae,Rhopalosiphum,Insecta,Coleoptera,Coccinellidae,Coccinella,1,eDNA,"Roubinet,_E.V.E.,_Straub,_C.,_Jonsson,_T.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2015)_Additive_effects_of_predator_diversity_on_pest_control_caused_by_few_interactions_among_predator_species._Ecological_Entomology,_40,_362-371."
Roubinet_2018,Linyphiidae,Pardosa_agrestis,order,family,Arachnida,Araneae,Linyphiidae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Collembola,Agyneta_rurestris,class,order,Collembola,NA,NA,NA,Arachnida,Araneae,Linyphiidae,Agyneta,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Collembola,Oedothorax_apicatus,class,order,Collembola,NA,NA,NA,Arachnida,Araneae,Linyphiidae,Oedothorax,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Collembola,Pardosa_agrestis,class,order,Collembola,NA,NA,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Diptera,Oedothorax_apicatus,order,order,Insecta,Diptera,NA,NA,Arachnida,Araneae,Linyphiidae,Oedothorax,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Diptera,Pardosa_agrestis,order,family,Insecta,Diptera,NA,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Aphididae,Agyneta_rurestris,family,family,Insecta,Hemiptera,Aphididae,NA,Arachnida,Araneae,Linyphiidae,Agyneta,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Aphididae,Oedothorax_apicatus,family,order,Insecta,Hemiptera,Aphididae,NA,Arachnida,Araneae,Linyphiidae,Oedothorax,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Aphididae,Pardosa_agrestis,family,family,Insecta,Hemiptera,Aphididae,NA,Arachnida,Araneae,Lycosidae,Pardosa,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Roubinet_2018,Thripidae,Oedothorax_apicatus,order,order,Insecta,Thysanoptera,Thripidae,NA,Arachnida,Araneae,Linyphiidae,Oedothorax,1,eDNA,"Roubinet,_E.,_Jonsson,_T.,_Malsher,_G.,_Staudacher,_K.,_Traugott,_M.,_Ekbom,_B._&_Jonsson,_M._(2018)_High_Redundancy_as_well_as_Complementary_Prey_Choice_Characterize_Generalist_Predator_Food_Webs_in_Agroecosystems._Scientific_Reports,_8."
Samson_2007,Inopus_rubriceps,Thyreocephalus_chalcopterus,order,genus,Insecta,Diptera,Stratiomyidae,Inopus,Insecta,Coleoptera,Staphylinidae,Thyreocephalus,1,observation,"Samson,_P.R._(2007)_Farming_practices_for_managing_Inopus_rubriceps_(Macquart)_(Diptera_:_Stratiomyidae)_in_sugarcane_in_Australia._Crop_Protection,_26,_983-990."
